SiteID,Latitude,Longitude,Elevation,d18O,nyrs
isomap_1175,-34.07893,149.91329999999999,97.0,-6.4617383221131535,3.0
isomap_1176,-34.051949999999998,150.98242999999999,152.0,-4.7557989892360091,3.0
isomap_1177,37.366666670000001,97.366666670000001,2981.0,-5.7720550863597682,7.0
isomap_1178,31.483333330000001,92.066666670000004,4508.0,-17.424127761695978,5.0
isomap_1179,33.016666669999999,97.016666670000006,3682.0,-13.66181468641623,3.0
isomap_1180,32.299999999999997,84.066666670000004,4430.0,-11.243513467254663,2.0
isomap_1181,32.5,80.083333330000002,4278.0,-10.483334228815163,2.0
isomap_1181601,48.169052780000001,17.111908329999999,286.0,-8.1475955065952501,6.0
isomap_1182,28.649999999999999,87.116666670000001,4330.0,-16.433999654630579,1.0
isomap_1183,28.18333333,85.966666669999995,3810.0,-14.513916524157803,4.0
isomap_1184,34.216666670000002,92.433333329999996,4533.0,-12.851582079514724,11.0
isomap_1185,29.116666670000001,90.433333329999996,4430.0,-16.66940333751414,3.0
isomap_1185600,48.284605560000003,18.475711109999999,206.0,-8.8416425577914541,7.0
isomap_1185801,47.960130560000003,17.86200556,118.0,-8.8184449692053786,7.0
isomap_1186,29.866666670000001,95.766666670000006,2737.0,-12.486513851945526,1.0
isomap_1187,29.766666669999999,94.733333329999994,3327.0,-15.539526372120291,1.0
isomap_1187800,49.097499999999997,19.59,570.0,-9.5599756548319963,21.0
isomap_1188,28.583333329999999,90.533333330000005,5030.0,-17.851310177852934,3.0
isomap_1189,37.766666669999999,75.266666670000006,3100.0,-14.665015091950973,1.0
isomap_1191600,48.933,19.582999999999998,2008.0,-10.044917316115161,7.0
isomap_1191800,49.359999999999999,19.68,692.0,-9.6869874541259371,7.0
isomap_1192,29.883333329999999,91.883333329999999,3500.0,-16.729712218102375,1.0
isomap_1193,29.466666669999999,94.566666670000004,2780.0,-14.20977463171581,1.0
isomap_1193401,49.136152780000003,20.306469440000001,721.0,-9.298788992473396,6.0
isomap_1194,28.899999999999999,90.349999999999994,4500.0,-17.717798096030855,2.0
isomap_1195,36.521299999999997,138.34970000000001,1322.0,-11.906370367427122,4.0
isomap_1196,35.9452,138.46969999999999,1350.0,-11.544148752699567,4.0
isomap_1197,35.6828,138.56639999999999,304.0,-9.2774751423006325,4.0
isomap_1197800,48.658333329999998,21.73,104.0,-8.4694409443472001,7.0
isomap_1198,35.747500000000002,138.41659999999999,526.0,-9.8224519571789877,4.0
isomap_1199,35.223100000000002,138.22309999999999,755.0,-8.5732675132088083,4.0
isomap_1200,36.251100000000001,137.9778,620.0,-10.172911094934351,3.0
isomap_1201,36.505299999999998,137.87029999999999,776.0,-10.849311495385274,4.0
isomap_1202,36.253300000000003,137.6686,1529.0,-11.406668324940656,4.0
isomap_1203,36.710799999999999,138.49469999999999,1594.0,-11.803613037251418,4.0
isomap_1204,36.631700000000002,138.1891,354.0,-9.9889232169293294,4.0
isomap_1205,36.531700000000001,138.32499999999999,1249.0,-11.58803235243167,4.0
isomap_1206,36.045499999999997,138.1087,760.0,-9.8706242311644861,4.0
isomap_1207,35.8264,137.86240000000001,1247.0,-11.214825405772501,2.0
isomap_1208,36.122599999999998,137.62979999999999,1446.0,-11.366439441664713,4.0
isomap_1209,36.142499999999998,137.42230000000001,1342.0,-11.319463758523696,3.0
isomap_1210,36.535499999999999,138.06190000000001,763.0,-10.587015126319544,2.0
isomap_1256500,50.061666670000001,19.84861111,205.0,-9.0711413024129062,39.0
isomap_1312701,45.806666669999998,15.970000000000001,165.0,-8.6437615809014208,16.0
isomap_1312702,45.816666669999996,15.983333330000001,157.0,-8.0498378350683328,8.0
isomap_1322300,44.533333329999998,15.383330559999999,564.0,-7.6231666256802457,1.0
isomap_1322301,44.783333329999998,15.31666667,463.0,-7.7234665529716446,1.0
isomap_1333401,43.58333056,16.600000000000001,295.0,-6.0517725122266448,1.0
isomap_1351,50.009999999999998,-114.01000000000001,1049.0,-17.573407416703933,12.0
isomap_1401500,46.094999999999999,14.597,282.0,-8.5153983518427143,24.0
isomap_1410501,45.466666670000002,13.616666670000001,2.0,-6.53090577125593,6.0
isomap_1411001,45.600000000000001,13.93333333,497.0,-7.5794119530987096,3.0
isomap_1429001,44.119999999999997,15.24,5.0,-5.5082415012314963,3.0
isomap_1431801,45.120833330000004,14.52611111,1.0,-7.0743747548796074,1.0
isomap_1432401,44.816666669999996,14.983333330000001,1594.0,-9.1160052261646438,3.0
isomap_1432501,44.880555559999998,15.618888889999999,580.0,-9.9552756942811698,1.0
isomap_1444101,43.03916667,16.090555559999999,6.0,-5.7029387096625399,3.0
isomap_1447301,42.659999999999997,18.083333329999999,52.0,-5.2138997576989388,3.0
isomap_1534601,45.035277780000001,24.284166670000001,237.0,-7.7551080566484778,3.0
isomap_1603701,46.520833330000002,13.00972222,600.0,-8.5549011602293614,3.0
isomap_1604501,46.100000000000001,13.220000000000001,135.0,-7.8296093015661796,3.0
isomap_1611000,45.649999999999999,13.75,20.0,-7.1059331788987139,6.0
isomap_1611001,45.641775000000003,13.863263890000001,400.0,-7.4380843479260488,7.0
isomap_1612000,44.420000000000002,8.8499999999999996,2.0,-5.7060145440028753,26.0
isomap_1613401,44.090000000000003,11.08,842.0,-7.9444470217311842,2.0
isomap_1613403,44.189002780000003,10.47625833,1520.0,-7.7945483076490758,5.0
isomap_1614001,44.523611109999997,11.33888889,35.0,-7.5201941118288769,4.0
isomap_1615801,43.710000000000001,10.4,12.0,-5.4609704607176202,5.0
isomap_1620501,42.68444444,12.1,440.0,-6.6057794634717997,2.0
isomap_1623501,41.899999999999999,12.5,66.0,-5.0632916735694078,4.0
isomap_1623901,41.91595556,13.08333333,511.0,-6.1752677656535431,2.0
isomap_1625000,41.899999999999999,13.31666667,1750.0,-8.7208780807391335,2.0
isomap_1626001,41.383333329999999,12.91666667,5.0,-4.643366212082614,3.0
isomap_1626002,41.581944440000001,12.956944439999999,35.0,-4.9083337687655799,1.0
isomap_1626401,40.966666670000002,15.68333333,385.0,-7.1982932599292502,2.0
isomap_1626402,40.883333329999999,15.66666667,511.0,-7.7238955823618367,2.0
isomap_1626403,40.983333330000001,15.616666670000001,606.0,-7.9149371007276734,2.0
isomap_1626404,40.950000000000003,15.58333333,646.0,-8.1795263738139603,2.0
isomap_1629301,40.966666670000002,13.050000000000001,119.0,-4.928543680762286,1.0
isomap_1641001,38.100000000000001,13.300000000000001,5.0,-5.2221407063844474,2.0
isomap_1641002,37.530000000000001,14.0,400.0,-6.3987684092657524,1.0
isomap_1641003,37.868055560000002,14.02083333,1600.0,-8.2179041352189213,1.0
isomap_1645731,36.78611111,14.554444439999999,5.0,-5.7352045379579426,2.0
isomap_1645732,36.927500000000002,14.72555556,535.0,-6.7756125862780987,2.0
isomap_1645941,37.296111109999998,14.841388889999999,158.0,-5.7451664477334248,2.0
isomap_1645942,37.158055560000001,15.026944439999999,445.0,-6.2846301620368363,2.0
isomap_1645943,37.102777779999997,15.297777780000001,15.0,-5.5847558550388392,1.0
isomap_1646001,37.75972222,15.2125,2.0,-5.0729766948149404,2.0
isomap_1646002,37.579444440000003,14.934722219999999,355.0,-5.847637405570266,2.0
isomap_1646003,37.883611109999997,15.06194444,570.0,-6.7667177262572045,2.0
isomap_1646004,37.600277779999999,15.02861111,665.0,-6.0941043106611801,2.0
isomap_1646005,37.688611109999997,15.09638889,715.0,-5.690888985711382,2.0
isomap_1646006,37.795277779999999,14.864166669999999,950.0,-8.201887710644499,2.0
isomap_1646007,37.693888889999997,14.978611109999999,1725.0,-8.4662867321121897,2.0
isomap_1646008,37.79666667,15.03638889,1800.0,-8.7746467337178586,1.0
isomap_1647533,37.116111109999999,14.82,980.0,-8.1508245766931768,1.0
isomap_1662202,40.670000000000002,22.960000000000001,32.0,-7.1318222255232975,2.0
isomap_1668901,38.280000000000001,21.789999999999999,100.0,-5.6526860318807088,9.0
isomap_1671600,37.899999999999999,23.73,27.0,-6.2819211305146574,4.0
isomap_1671601,38.050111110000003,23.866675000000001,498.0,-7.3346027487732073,13.0
isomap_1671701,37.969999999999999,23.719999999999999,107.0,-6.5252264636448984,12.0
isomap_1702600,42.024999999999999,35.158333329999998,32.0,-7.8830431574301096,6.0
isomap_1704000,41.024444440000003,40.520000000000003,136.0,-8.0506611573263616,6.0
isomap_1705000,41.678055559999997,26.55916667,48.0,-8.3265725893480464,6.0
isomap_1709600,39.910555559999999,41.275555560000001,1758.0,-8.2866401649920522,6.0
isomap_1709601,40.183333330000004,41.483333330000001,2210.0,-10.998760989692819,2.0
isomap_1710001,39.666666669999998,43.858333330000001,1740.0,-8.7659626354375924,2.0
isomap_1713000,39.950000000000003,32.880000000000003,902.0,-8.5075481072820143,38.0
isomap_1722000,38.430555560000002,27.151111109999999,120.0,-5.2840624247179875,6.0
isomap_1724002,37.75,30.550000000000001,1025.0,-10.237381636371699,2.0
isomap_1728000,37.901111110000002,40.203611109999997,686.0,-6.5813133303151252,6.0
isomap_1730000,36.880000000000003,30.699999999999999,49.0,-5.5727958918424338,36.0
isomap_1735000,36.979999999999997,35.299999999999997,73.0,-5.6466617402271879,31.0
isomap_1735201,36.610022219999998,34.310452779999999,10.0,-6.8029858891294275,2.0
isomap_1735202,36.794444439999999,34.083333330000002,1400.0,-9.5492912021154837,2.0
isomap_2200001,68.759444439999996,161.3425,30.0,-20.024754801530424,6.0
isomap_2211300,68.966666669999995,33.049999999999997,46.0,-12.766111777264568,4.0
isomap_2221700,67.150000000000006,32.350000000000001,26.0,-13.746894780575662,5.0
isomap_2255000,64.579999999999998,40.5,13.0,-12.855584749042418,5.0
isomap_2302200,69.766666670000006,61.683333330000004,53.0,-14.791635483588147,5.0
isomap_2333000,66.533333330000005,66.666666669999998,16.0,-16.153093153248495,5.0
isomap_2341800,65.116666670000001,57.100000000000001,56.0,-14.724402057854894,5.0
isomap_2393300,60.966666670000002,69.066666670000004,40.0,-11.608324670988821,1.0
isomap_2412500,68.5,112.4333333,220.0,-18.836151229948168,2.0
isomap_2495900,62.079999999999998,129.75,107.0,-18.32311892000552,5.0
isomap_2606300,59.966666670000002,30.300000000000001,4.0,-11.3344929655828,8.0
isomap_2621400,58.382777779999998,21.814166669999999,6.0,-10.196152445696084,1.0
isomap_2624200,58.263888889999997,26.461388889999998,70.0,-11.036426333219516,1.0
isomap_2642200,56.969999999999999,24.07,3.0,-9.5318372675278091,8.0
isomap_2685000,53.93,27.629999999999999,225.0,-11.101862428180901,3.0
isomap_2703700,59.283333329999998,39.866666670000001,118.0,-12.663707607895045,4.0
isomap_2719600,58.649999999999999,49.616666670000001,164.0,-12.905176654409104,8.0
isomap_2740200,56.899999999999999,35.899999999999999,31.0,-11.640526803562846,7.0
isomap_2755300,56.216666670000002,43.816666669999996,82.0,-12.049989626878672,4.0
isomap_2761200,55.75,37.57,157.0,-10.987147336694742,5.0
isomap_2773100,54.616666670000001,39.716666670000002,135.0,-10.706794459259612,2.0
isomap_2794700,52.733333330000001,41.466666670000002,139.0,-10.856004266559498,1.0
isomap_2822500,58.009999999999998,56.18,161.0,-12.592864101235952,6.0
isomap_2926300,58.450000000000003,92.150000000000006,78.0,-13.394698039126428,1.0
isomap_2963400,55.030000000000001,82.900000000000006,162.0,-14.877834288560532,1.0
isomap_3055400,54.466666670000002,113.58333330000001,903.0,-13.62183093702653,5.0
isomap_3071000,52.270000000000003,104.34999999999999,485.0,-12.819068280937104,1.0
isomap_3173500,48.520000000000003,135.16999999999999,72.0,-14.385459215352638,1.0
isomap_3190900,45.0,136.59999999999999,68.0,-9.2268875779377701,4.0
isomap_3248001,54.18,158.02000000000001,303.0,-15.301874635915471,1.0
isomap_3258300,52.979999999999997,158.65000000000001,24.0,-13.806516210429679,3.0
isomap_3300800,52.094444439999997,23.705833330000001,136.0,-9.3948570641646398,4.0
isomap_3339300,49.816666669999996,23.949999999999999,329.0,-9.7191974057608057,4.0
isomap_3374900,47.399999999999999,28.491666670000001,78.0,-8.7819508169479743,4.0
isomap_3383700,46.479999999999997,30.629999999999999,64.0,-8.9367429190322127,6.0
isomap_3383870,46.966666670000002,28.899999999999999,125.0,-8.8136794542965635,5.0
isomap_3383880,47.700000000000003,27.883333329999999,231.0,-9.0073424169817748,5.0
isomap_3388100,46.497222219999998,28.300000000000001,156.0,-9.0254966953535316,4.0
isomap_3388500,45.799999999999997,28.199999999999999,113.0,-8.8841993272790294,5.0
isomap_3400900,51.733333330000001,36.266666669999999,210.0,-8.9110853330333821,5.0
isomap_3417200,51.566666669999996,46.033333329999998,166.0,-11.495348873927416,5.0
isomap_3473100,47.25,39.82,77.0,-8.1804963077761528,6.0
isomap_3488000,46.25,48.030000000000001,-18.0,-7.4685534573635524,14.0
isomap_3748400,41.649999999999999,41.633333329999999,6.0,-9.1585797970549923,7.0
isomap_3752400,41.710000000000001,43.509999999999998,1665.0,-9.392550192681993,6.0
isomap_3754900,41.68,44.950000000000003,490.0,-6.1245274547852846,5.0
isomap_3755300,41.933333330000004,45.483333330000001,590.0,-5.8764402125716826,1.0
isomap_3845700,41.270000000000003,69.269999999999996,428.0,-6.9415730570884193,1.0
isomap_4005000,34.880000000000003,35.880000000000003,5.0,-6.2452670990514561,1.0
isomap_4008000,33.420000000000002,36.520000000000003,609.0,-9.0037002641062145,1.0
isomap_4008001,33.725000000000001,36.13027778,1540.0,-8.6568742824012368,1.0
isomap_4008002,33.362499999999997,35.876388890000001,1400.0,-8.8066011985976242,1.0
isomap_4009501,32.83888889,36.256944439999998,580.0,-7.2376083098995707,2.0
isomap_4009502,32.705555560000001,36.57,1020.0,-6.9980164039690607,1.0
isomap_4010000,33.87194444,35.50972222,19.0,-5.0283869900970739,1.0
isomap_4010101,33.833333330000002,35.899999999999999,961.0,-7.3623459899983175,1.0
isomap_4010300,34.436666670000001,35.849722219999997,20.0,-6.1950813402641005,1.0
isomap_4010402,33.465000000000003,35.575000000000003,431.0,-6.5325365130585009,1.0
isomap_4010403,33.27333333,35.193888889999997,5.0,-4.7731143837292365,1.0
isomap_4011001,33.808333330000004,35.651111110000002,1080.0,-7.1734032711974098,1.0
isomap_4015301,32.969999999999999,35.5,964.0,-6.9942182506303494,10.0
isomap_4017900,31.997302779999998,34.816161110000003,39.0,-4.9668821920090762,34.0
isomap_4019100,31.23,34.780000000000001,270.0,-5.1077417446580196,1.0
isomap_4025500,32.530000000000001,35.850000000000001,555.0,-6.2583874609950927,9.0
isomap_4025501,32.549999999999997,35.850000000000001,616.0,-6.1032708579594273,11.0
isomap_4025701,32.183333330000004,35.883333329999999,-224.0,-4.3108384311510335,3.0
isomap_4026501,32.305543919999998,36.24465163,575.0,-6.4195247750384636,1.0
isomap_4026601,32.366666670000001,35.75,1150.0,-6.7515437709515691,16.0
isomap_4027000,31.98,35.93,850.0,-6.6055416101318452,4.0
isomap_4027001,31.957650000000001,35.848283330000001,900.0,-6.8658456978155078,12.0
isomap_4027002,32.091944439999999,35.776944440000001,700.0,-6.5352853191186453,3.0
isomap_4027201,31.666666670000001,35.983333330000001,715.0,-6.6760302903183018,3.0
isomap_4027901,31.850000000000001,36.816666669999996,533.0,-3.4968701530178929,3.0
isomap_4029401,31.719999999999999,35.783333329999998,785.0,-5.426800811557527,8.0
isomap_4031001,31.199999999999999,35.75,970.0,-5.0506045162159436,4.0
isomap_4031002,30.27,35.579999999999998,1300.0,-6.2325963488935923,1.0
isomap_4075400,35.68,51.32,1200.0,-5.9276226619200809,13.0
isomap_4075401,35.740000000000002,51.579999999999998,1350.0,-7.6417286158933804,1.0
isomap_4094900,34.57,69.213333329999998,1860.0,-6.696660143766108,7.0
isomap_4115001,26.27,50.619999999999997,2.0,0.3316729904816354,16.0
isomap_4178000,24.899999999999999,67.129999999999995,23.0,-4.6013477882498437,7.0
isomap_4186300,25.620000000000001,88.659999999999997,35.0,-5.1081288212722882,1.0
isomap_4190000,24.91,91.845333330000003,20.0,-5.3559775366512881,4.0
isomap_4192300,23.952777780000002,90.279166669999995,14.0,-5.1199654448454543,6.0
isomap_4192600,23.640000000000001,88.849999999999994,20.0,-4.4143033728496341,1.0
isomap_4195000,22.699999999999999,90.359999999999999,10.0,-6.5538088048434773,2.0
isomap_4205500,32.692500000000003,74.846111109999995,367.0,-5.617028353822195,3.0
isomap_4210801,30.729166670000001,78.446666669999999,1140.0,-6.9529312091787334,3.0
isomap_4210802,30.99666667,78.940277780000002,3053.0,-10.463527229251429,2.0
isomap_4210803,30.926111110000001,78.940277780000002,3800.0,-13.227556229735491,2.0
isomap_4210804,30.745277779999999,78.446666669999999,1150.0,-7.5688965324159758,1.0
isomap_4211001,30.140555559999999,78.596666670000005,465.0,-7.5574469721390107,2.0
isomap_4211400,30.35277778,78.483333329999994,640.0,-10.495020136825138,2.0
isomap_4214000,29.867777780000001,77.893888889999999,274.0,-4.5509101217602765,1.0
isomap_4218200,28.579999999999998,77.200000000000003,212.0,-5.5691292938622041,40.0
isomap_4236800,26.874722219999999,80.938888890000001,128.0,-8.8666991906928505,2.0
isomap_4241000,26.19083333,91.795277780000006,54.0,-4.3063498905224566,1.0
isomap_4247500,25.449999999999999,81.733333329999994,98.0,-9.3800415483544075,1.0
isomap_4251600,25.57,91.879999999999995,1598.0,-6.269775640784216,2.0
isomap_4267100,23.826111109999999,78.762500000000003,551.0,-7.4787216773617891,2.0
isomap_4280811,22.797777780000001,88.371666669999996,6.0,-7.6556295753256878,1.0
isomap_4305700,18.899999999999999,72.819999999999993,10.0,-1.4580210107388956,11.0
isomap_4312800,17.449999999999999,78.469999999999999,545.0,-4.0417417752739873,3.0
isomap_4318900,17.02111111,82.256666670000001,8.0,-5.6437674969823197,3.0
isomap_4319700,15.880555559999999,74.493333329999999,747.0,-1.576519506223701,1.0
isomap_4330250,12.971666669999999,77.594166670000007,897.0,-5.7140312731604652,1.0
isomap_4331400,11.25,75.780000000000001,20.0,-3.0321061982665096,10.0
isomap_4341300,8.9833333329999991,79.900000000000006,5.0,-6.4791727761974771,1.0
isomap_4341801,8.3499999999999996,81.016666670000006,52.0,-5.6463604406951289,3.0
isomap_4342100,8.3499999999999996,80.383333329999999,81.0,-5.4441094734914088,3.0
isomap_4342200,8.1166666670000005,80.466666669999995,137.0,-5.6299082156812359,2.0
isomap_4342201,7.983333333,80.716666669999995,135.0,-5.5301492386849951,2.0
isomap_4342400,8.0399999999999991,79.825000000000003,2.0,-5.5892895373662892,2.0
isomap_4343600,7.7199999999999998,81.730000000000004,5.0,-4.5875786676176835,4.0
isomap_4344101,7.5333333329999999,80.450000000000003,139.0,-5.6756277807922917,2.0
isomap_4344102,7.7166666670000001,80.150000000000006,70.0,-5.9694763773374806,1.0
isomap_4344103,7.2300000000000004,80.200000000000003,48.0,-5.4815015826349844,1.0
isomap_4344401,7.266666667,80.599999999999994,265.0,-5.9953959034594817,2.0
isomap_4346600,6.9066666669999996,79.870000000000005,7.0,-4.329667324317815,3.0
isomap_4346601,6.9505999999999997,79.879499999999993,5.0,-5.048276386581815,6.0
isomap_4347300,6.9666666670000001,80.766666670000006,1880.0,-6.9374820660081271,3.0
isomap_4347901,6.4333333330000002,81.133333329999999,75.0,-4.9268065827428664,1.0
isomap_4349700,6.1166666669999996,81.133333329999999,20.0,-4.6724560563449948,2.0
isomap_4429200,47.933333330000004,106.9833333,1338.0,-8.5450584642924738,4.0
isomap_4500400,22.31666667,114.16666669999999,66.0,-6.4691070897363803,44.0
isomap_4713101,36.619999999999997,127.45999999999999,62.0,-8.6163604524626951,15.0
isomap_4713800,36.030000000000001,129.38,6.0,-7.7425694334849364,10.0
isomap_4751300,39.030000000000001,141.81,260.0,-8.3538858804877023,15.0
isomap_4766200,35.68,139.77000000000001,4.0,-7.1860110284979246,19.0
isomap_4809700,16.77,96.170000000000002,20.0,-4.3059339910874037,2.0
isomap_4845500,13.73,100.5,2.0,-6.4107411078542365,44.0
isomap_4846000,13.17,100.8,26.0,-6.509244038497509,3.0
isomap_4855000,9.4666666670000001,100.05,7.0,-5.6262418067169016,3.0
isomap_4860000,6.329722222,99.730000000000004,31.0,-6.7574619252964281,3.0
isomap_4860300,6.2000000000000002,100.40000000000001,5.0,-6.7964663973073396,4.0
isomap_4861500,6.1666666670000003,102.2833333,7.0,-6.5363603862881599,6.0
isomap_4861800,5.3833333330000004,103.09999999999999,10.0,-6.7945538405225063,2.0
isomap_4863200,4.4666666670000001,101.3833333,1430.0,-9.7389474393537832,3.0
isomap_4864701,2.8833333329999999,101.7833306,26.0,-7.3320117049327296,10.0
isomap_4864702,2.8166666669999998,101.58333330000001,13.0,-8.9306349354641075,1.0
isomap_4867900,1.6000000000000001,103.66666669999999,35.0,-6.9909498009420705,1.0
isomap_4869400,1.3500000000000001,103.90000000000001,32.0,-7.2266984752298287,8.0
isomap_4882001,21.04534722,105.7986667,11.0,-8.4935687471085828,3.0
isomap_4893000,19.879999999999999,102.13,305.0,-7.6661412712202281,2.0
isomap_5074500,47.383333329999999,123.91666669999999,147.0,-10.298827322808805,4.0
isomap_5095300,45.68,126.62,172.0,-9.8241578667993927,5.0
isomap_5182800,37.133333329999999,79.933333329999996,1375.0,-4.6376176852010085,5.0
isomap_5182801,43.780000000000001,87.620000000000005,918.0,-9.9874956433086606,11.0
isomap_5265200,38.93,100.43000000000001,1483.0,-5.0826519061851574,8.0
isomap_5288900,36.049999999999997,103.88,1517.0,-4.7818372060853447,3.0
isomap_5361400,38.483333330000001,106.2166667,1112.0,-6.7990351202631798,3.0
isomap_5369800,38.033333329999998,114.41666669999999,80.0,-7.6793545192302393,13.0
isomap_5369801,37.530000000000001,121.40000000000001,47.0,-7.0082771083102768,5.0
isomap_5377200,37.780000000000001,112.55,778.0,-8.6872924834937972,2.0
isomap_5391500,35.533330560000003,106.7,1570.0,-9.7906755287204827,1.0
isomap_5416101,43.899999999999999,125.2166667,237.0,-9.1437165661794992,2.0
isomap_5433700,41.130000000000003,121.09999999999999,66.0,-8.2277494029429619,1.0
isomap_5452700,39.100000000000001,117.16666669999999,3.0,-7.6843097135751188,7.0
isomap_5452701,40.670000000000002,109.84999999999999,1067.0,-7.5567068251926264,7.0
isomap_5559100,29.699999999999999,91.133333329999999,3649.0,-15.933672754394033,5.0
isomap_5629400,30.670000000000002,104.02,506.0,-6.5354988575095341,8.0
isomap_5677800,25.016666669999999,102.6833333,1892.0,-10.283437295434709,14.0
isomap_5703600,34.299999999999997,108.93000000000001,397.0,-7.8131322222340458,3.0
isomap_5708300,34.719999999999999,113.65000000000001,110.0,-7.1676978908214561,5.0
isomap_5749400,30.620000000000001,114.13,23.0,-6.8055127377124087,3.0
isomap_5767900,28.199999999999999,113.0666667,37.0,-5.5996892811207859,5.0
isomap_5771300,27.699999999999999,106.88,844.0,-8.1945040542138869,6.0
isomap_5781600,26.583333329999999,106.7166667,1071.0,-8.142367560591925,5.0
isomap_5795700,25.07,110.08,170.0,-6.2293911477582942,8.0
isomap_5823800,32.18,118.18000000000001,26.0,-8.1234740210136316,5.0
isomap_5884700,26.083333329999999,119.2833333,16.0,-6.3239648162960043,6.0
isomap_5904600,24.350000000000001,109.40000000000001,97.0,-6.504032452013587,5.0
isomap_5928700,23.129999999999999,113.31999999999999,7.0,-6.5045895521401311,6.0
isomap_5975800,20.033333330000001,110.34999999999999,15.0,-6.2735107472056075,5.0
isomap_6002000,28.449999999999999,-16.25,36.0,-1.5255103455513996,7.0
isomap_6012501,34.07222222,-4.1236111109999998,1500.0,-7.4546390346011284,1.0
isomap_6013501,34.019377779999999,-6.8382861110000004,75.0,-4.902185550222983,2.0
isomap_6014100,33.966666670000002,-4.983333333,571.0,-5.1219753507081176,5.0
isomap_6019100,32.366666670000001,-6.4000000000000004,468.0,-5.1529286494174134,1.0
isomap_6036903,36.780000000000001,3.0522222220000002,180.0,-3.9225155819835842,8.0
isomap_6060200,30.129999999999999,-2.1699999999999999,498.0,-5.7841355651772144,1.0
isomap_6067600,23.27,5.5999999999999996,2726.0,-3.1036545198260272,4.0
isomap_6071500,36.829999999999998,10.23,4.0,-4.2871716297332867,17.0
isomap_6075000,34.716666670000002,10.68333333,23.0,-4.2615432101697941,16.0
isomap_6076100,33.880000000000003,7.8600000000000003,75.0,-3.551736479467289,2.0
isomap_6105204,13.52,2.0899999999999999,220.0,-4.1902139860346717,7.0
isomap_6105205,13.52,2.0899999999999999,220.0,-3.4827392101022934,6.0
isomap_6123301,14.061666669999999,-3.0750000000000002,254.0,-2.2093853829899701,1.0
isomap_6124000,15.292,-1.7111666670000001,290.0,-1.5817288465818402,1.0
isomap_6124001,14.412333329999999,-2.697666667,252.0,-2.312147538403444,1.0
isomap_6126501,14.278499999999999,-2.1364999999999998,303.0,-2.0534890900350562,1.0
isomap_6127001,15.077,-2.2206666670000001,271.0,-1.6339887002582774,1.0
isomap_6129100,12.693250000000001,-7.9954944440000002,381.0,-4.7210247738918678,18.0
isomap_6129601,14.646166669999999,-3.1118333329999999,311.0,-1.030211251766546,1.0
isomap_6160001,15.616666670000001,-16.216666669999999,38.0,-3.9748234331887247,1.0
isomap_6164101,14.77,-17.0625,19.0,-5.4032088725221197,1.0
isomap_6190000,-7.9199999999999999,-14.42,15.0,-0.040132542581033832,23.0
isomap_6190100,-15.970000000000001,-5.7000000000000002,604.0,-1.3931716029467445,6.0
isomap_6190201,-7.9444444440000002,-14.37277778,400.0,-0.062032515667615182,5.0
isomap_6193100,0.38,6.7199999999999998,8.0,-3.3184544836208665,9.0
isomap_6196700,-7.3152777779999996,72.428055560000004,1.0,-3.9322008986249584,15.0
isomap_6198001,-20.901,55.484000000000002,70.0,-3.1725868692149941,9.0
isomap_6198002,-21.02823729,55.471619109999999,1184.0,-4.997310553204751,1.0
isomap_6199500,-20.299175000000002,57.478738890000002,402.0,-2.6917031841608781,2.0
isomap_6199501,-20.362500000000001,57.485555560000002,573.0,-3.6991692732751225,1.0
isomap_6199502,-20.263611109999999,57.516944440000003,418.0,-2.2419475681628813,1.0
isomap_6212300,16.766666669999999,-3.016666667,266.0,-3.6547516486365601,1.0
isomap_6212301,16.143611109999998,-3.75,260.0,-2.469895601646503,1.0
isomap_6212302,15.65944444,0.5,266.0,-2.7152577374489697,1.0
isomap_6230100,31.620000000000001,25.949999999999999,24.0,-3.1643278183171115,11.0
isomap_6230600,31.329999999999998,27.216666669999999,25.0,-3.8606280584229338,1.0
isomap_6231800,31.18333333,29.949999999999999,7.0,-3.9613138861959669,11.0
isomap_6233500,31.283333330000001,34.233333330000001,73.0,-3.5504650512799896,2.0
isomap_6233700,31.079999999999998,33.829999999999998,31.0,-3.3778704376373785,2.0
isomap_6237100,30.079999999999998,31.280000000000001,34.0,-6.4570942908559017,1.0
isomap_6272100,15.6,32.549999999999997,382.0,-1.8113431725118132,10.0
isomap_6277000,13.48,22.449999999999999,805.0,-1.8895220917197251,8.0
isomap_6333001,12.54194444,39.769722219999998,1832.0,-1.1183845893018254,1.0
isomap_6333300,11.08305556,39.717500000000001,1929.0,-0.33312292796021514,1.0
isomap_6333301,10.83861111,39.806944440000002,1537.0,0.70933071282865279,1.0
isomap_6333302,11.08333333,39.717500000000001,2551.0,2.0445688736406402,1.0
isomap_6333303,11.824444440000001,39.585000000000001,1920.0,0.52182665960534136,1.0
isomap_6333304,12.144166670000001,39.64083333,1518.0,0.22166361034026966,1.0
isomap_6345000,9.0,38.729999999999997,2360.0,-1.4116762593987984,34.0
isomap_6346000,7.0800000000000001,38.479999999999997,1750.0,-0.82251013340309576,2.0
isomap_6346002,7.0700000000000003,38.780000000000001,2680.0,-2.4482835344880889,1.0
isomap_6346003,6.8600000000000003,37.740000000000002,2020.0,-1.5318341543859753,1.0
isomap_6346004,6.4800000000000004,38.509999999999998,2820.0,-2.4347039335037888,1.0
